body|title
"

Si usted está preocupado porque debe la luz o la renta, no se apure, no está solo. Nos dicen que en esa misma situación se encuentra el gobierno federal, pues la cuentas de los llamados capítulos 2mil y 3mil, que sirven para hacer gastos corrientes de las dependencias federales, están canceladas en tanto no entreguen sus presupuestos con el recorte de 75% en los rubros de suministros, materiales y servicios generales, que fue ordenado por la Secretaría de Hacienda, a cargo de Arturo Herrera, como una medida de austeridad por la emergencia sanitaria que vive el país. Ahora sí, el gobierno sentirá el dolor de no tener ni para pagar la renta.

La soledad de Graciela Márquez

Nos comentan que la conferencia de prensa vespertina en Palacio Nacional, que preside la titular de la Secretaría de Economía, Graciela Márquez Colín, ya dio de sí, pues en la del pasado domingo ya ninguno de los funcionarios que suelen acompañarla aceptó sacrificar su día para asistir. Sola, completamente sola, Márquez dio la conferencia. En broma, nos dicen, que el secretario de Salud, Jorge Alcocer, quizá tuvo algo de razón cuando confundió el nombre de doña Graciela, con el del Nobel de literatura, el gran Gabriel García Márquez, pues al parecer la secretaria Graciela Márquez ya comienza a acumular 100 años de soledad.

Señor Presidente, le fallan los datos, con todo respeto

Este lunes el presidente Andrés Manuel López Obrador criticó que esta casa editorial haya publicado declaraciones de un diputado federal panista. Dijo en su conferencia de prensa: “Ayer estaba leyendo en EL UNIVERSAL, que son como la Alarma moderna acerca de la pandemia, con todo respeto… están mostrando el cobre; haciendo un periodismo en contra de nosotros de lo más amarillista y calumnioso. Estaba leyendo de un dirigente del PAN que va a presentar una denuncia, creo que es hasta el coordinador de los diputados, que va a presentar una denuncia contra el doctor Hugo López-Gatell... Claro que la entrevista se la hacen en EL UNIVERSAL, y éste se lanza con todo. Quieren hablar mal del gobierno vayan a EL UNIVERSAL y se ganan unas ocho columnas…” Con todo respeto, leyó mal señor Presidente. Las declaraciones a las que se refiere del diputado federal y coordinador de la bancada del PAN, Juan Carlos Romero Hicks, no son una entrevista con EL UNIVERSAL, sino un comunicado de prensa que fue publicado en la página web de este diario y en decenas de otros medios. Debido a que se trataba de un boletín, la información no llegó a las páginas de la edición impresa, y mucho menos, mereció las ocho columnas. También es falso que el diputado sea dirigente del PAN; la más reciente entrevista que EL UNIVERSAL publicó con un dirigente partidista, fue la semana pasada con Alfonso Ramírez Cuéllar, dirigente nacional de Morena, su partido, señor Presidente. Y la entrevista sí estuvo en la portada de El Gran Diario de México, lugar en el que han estado, y estarán, los líderes de cualquier fuerza política que tengan información relevante o interesante que aportar. ¿Aclarado el punto, señor Presidente?


Artículo


The government can’t pay its electricity bill

English


Off the Record features fact-checked news written by journalists and contributors to EL UNIVERSAL 






 **En la imagen Arturo Herrera, secretario de Hacienda y Crédito Público: Foto: Archivo El Universal
"|Gobierno no tiene para pagar la luz
